lot_id,alarm_id,sensor_value,sigma_deviation
LOT_0055,SPC_ATTR_431,169.3746,4.1862
LOT_0055,SPC_ATTR_432,143.914,3.3399
LOT_0055,SPC_ATTR_435,138.9571,3.642
LOT_0055,SPC_ATTR_436,134.4232,3.6384
LOT_0055,SPC_ATTR_437,135.1927,3.6947
LOT_0055,SPC_ATTR_492,8.0405,4.5723
LOT_0055,SPC_ATTR_511,200.7117,3.8456
LOT_0056,SPC_ATTR_002,2809.79,3.9043
LOT_0056,SPC_ATTR_039,88.3282,3.3388
LOT_0057,SPC_ATTR_080,0.0817,3.39
LOT_0058,SPC_ATTR_022,-1368.75,6.7797
LOT_0058,SPC_ATTR_023,653.75,-6.9226
LOT_0058,SPC_ATTR_026,0.2253,-5.5098
LOT_0058,SPC_ATTR_027,0.4425,-7.8945
LOT_0058,SPC_ATTR_028,0.7398,-4.7409
LOT_0058,SPC_ATTR_039,88.2425,3.147
LOT_0058,SPC_ATTR_058,0.9362,-3.1166
LOT_0058,SPC_ATTR_065,37.4791,3.4027
LOT_0058,SPC_ATTR_093,0.0116,3.4333
LOT_0058,SPC_ATTR_103,-0.2292,-3.6577
LOT_0058,SPC_ATTR_106,-0.0116,-3.4672
LOT_0058,SPC_ATTR_114,0.9016,-3.612
LOT_0058,SPC_ATTR_115,0.0228,13.5953
LOT_0058,SPC_ATTR_160,5475.0,4.6715
LOT_0058,SPC_ATTR_161,2615.0,3.5832
LOT_0058,SPC_ATTR_164,0.901,6.2366
LOT_0058,SPC_ATTR_165,1.77,6.7704
LOT_0058,SPC_ATTR_166,2.959,6.6457
LOT_0058,SPC_ATTR_249,0.3324,6.2401
LOT_0058,SPC_ATTR_250,0.2067,13.0388
LOT_0058,SPC_ATTR_295,2737.5,4.8961
LOT_0058,SPC_ATTR_296,1307.5,3.7192
LOT_0058,SPC_ATTR_299,0.4505,6.021
LOT_0058,SPC_ATTR_300,0.885,6.3041
LOT_0058,SPC_ATTR_301,1.4795,6.211
LOT_0058,SPC_ATTR_387,0.1013,6.0059
LOT_0058,SPC_ATTR_388,0.065,12.9607
LOT_0058,SPC_ATTR_431,400.0,10.5817
LOT_0058,SPC_ATTR_432,400.0,10.3761
LOT_0058,SPC_ATTR_435,400.0,11.2952
LOT_0058,SPC_ATTR_436,400.0,11.3655
LOT_0058,SPC_ATTR_437,400.0,11.3574
LOT_0058,SPC_ATTR_521,36.8703,5.993
LOT_0058,SPC_ATTR_522,907.91,8.6916
LOT_0059,SPC_ATTR_026,0.6557,-3.0864
LOT_0059,SPC_ATTR_027,1.3438,-3.1382
LOT_0059,SPC_ATTR_028,2.2685,-3.5123
LOT_0059,SPC_ATTR_039,88.3282,3.3388
LOT_0059,SPC_ATTR_080,0.0796,3.299
LOT_0059,SPC_ATTR_132,1.005,3.195
LOT_0059,SPC_ATTR_160,7709.0,6.9441
LOT_0059,SPC_ATTR_161,3253.0,4.6931
LOT_0059,SPC_ATTR_164,0.894,6.1792
LOT_0059,SPC_ATTR_165,1.801,6.8982
LOT_0059,SPC_ATTR_166,3.041,6.847
LOT_0059,SPC_ATTR_295,3234.6965,5.9383
LOT_0059,SPC_ATTR_296,1560.1131,4.6101
LOT_0059,SPC_ATTR_299,0.4374,5.817
LOT_0059,SPC_ATTR_300,0.8959,6.3874
LOT_0059,SPC_ATTR_301,1.5125,6.3615
LOT_0059,SPC_ATTR_431,171.6735,4.2499
LOT_0059,SPC_ATTR_432,140.2004,3.2378
LOT_0059,SPC_ATTR_435,136.3324,3.565
LOT_0059,SPC_ATTR_436,134.0279,3.6269
LOT_0059,SPC_ATTR_437,134.0533,3.6617
LOT_0060,SPC_ATTR_038,64.9193,-4.2808
LOT_0060,SPC_ATTR_058,0.9362,-3.1166
LOT_0061,SPC_ATTR_019,181.2176,-3.175
LOT_0061,SPC_ATTR_076,-0.0769,-3.14
LOT_0061,SPC_ATTR_080,0.0803,3.3294
LOT_0062,SPC_ATTR_022,-2597.0,4.8202
LOT_0062,SPC_ATTR_023,1474.25,-4.146
LOT_0062,SPC_ATTR_026,0.4385,-4.3094
LOT_0062,SPC_ATTR_027,0.891,-5.5277
LOT_0062,SPC_ATTR_028,1.4697,-4.1543
LOT_0062,SPC_ATTR_039,88.3548,3.3983
LOT_0062,SPC_ATTR_160,5477.0,4.6736
LOT_0062,SPC_ATTR_161,3184.0,4.5731
LOT_0062,SPC_ATTR_164,0.899,6.2202
LOT_0062,SPC_ATTR_165,1.798,6.8859
LOT_0062,SPC_ATTR_166,2.958,6.6432
LOT_0062,SPC_ATTR_295,3007.6466,5.4624
LOT_0062,SPC_ATTR_296,1713.1426,5.1499
LOT_0062,SPC_ATTR_299,0.5067,6.896
LOT_0062,SPC_ATTR_300,1.0289,7.404
LOT_0062,SPC_ATTR_301,1.6972,7.2044
LOT_0062,SPC_ATTR_431,210.8972,5.3376
LOT_0062,SPC_ATTR_432,215.9742,5.3198
LOT_0062,SPC_ATTR_435,205.0171,5.5787
LOT_0062,SPC_ATTR_436,201.7957,5.5987
LOT_0062,SPC_ATTR_437,201.2587,5.6064
LOT_0062,SPC_ATTR_511,218.1818,4.3091
LOT_0063,SPC_ATTR_220,0.0105,4.4022
LOT_0063,SPC_ATTR_358,0.003,3.994
LOT_0063,SPC_ATTR_492,8.0405,4.5723
LOT_0064,SPC_ATTR_039,88.2207,3.0982
LOT_0064,SPC_ATTR_058,0.9362,-3.1166
LOT_0064,SPC_ATTR_076,-0.0933,-3.8757
LOT_0064,SPC_ATTR_139,107.6001,4.0499
LOT_0064,SPC_ATTR_274,39.8882,5.1448
LOT_0064,SPC_ATTR_412,4.7897,3.9415
LOT_0064,SPC_ATTR_485,950.3546,3.449
LOT_0064,SPC_ATTR_497,119.3038,3.6325
LOT_0065,SPC_ATTR_109,0.3324,3.9557
LOT_0065,SPC_ATTR_196,4.838,11.5159
LOT_0065,SPC_ATTR_332,0.6813,9.4295
LOT_0065,SPC_ATTR_468,104.1248,11.2838
LOT_0065,SPC_ATTR_580,0.0556,4.0219
LOT_0065,SPC_ATTR_581,0.015,3.0822
LOT_0065,SPC_ATTR_588,0.0556,4.442
LOT_0065,SPC_ATTR_589,0.015,3.3893
LOT_0066,SPC_ATTR_485,934.2282,3.3733
LOT_0067,SPC_ATTR_109,0.2801,3.3529
LOT_0067,SPC_ATTR_159,2505.2998,3.6024
LOT_0067,SPC_ATTR_220,0.0117,5.1312
LOT_0067,SPC_ATTR_226,2492.7998,3.3514
LOT_0067,SPC_ATTR_294,879.226,3.9485
LOT_0067,SPC_ATTR_358,0.0036,5.1916
LOT_0067,SPC_ATTR_364,882.5964,3.9573
LOT_0067,SPC_ATTR_492,8.2199,4.7189
LOT_0067,SPC_ATTR_498,28.5414,3.3733
LOT_0068,SPC_ATTR_039,88.2109,3.0762
LOT_0069,SPC_ATTR_039,88.2847,3.2414
LOT_0069,SPC_ATTR_076,-0.0769,-3.14
LOT_0069,SPC_ATTR_080,0.0964,4.0269
LOT_0069,SPC_ATTR_139,107.6001,4.0499
LOT_0069,SPC_ATTR_274,39.8882,5.1448
LOT_0069,SPC_ATTR_349,0.0623,3.1693
LOT_0069,SPC_ATTR_412,4.7897,3.9415
LOT_0070,SPC_ATTR_076,-0.0989,-4.1269
LOT_0070,SPC_ATTR_080,0.0958,4.001
LOT_0071,SPC_ATTR_139,107.6001,4.0499
LOT_0071,SPC_ATTR_225,0.5337,6.6609
LOT_0071,SPC_ATTR_274,39.8882,5.1448
LOT_0071,SPC_ATTR_363,0.1616,6.6169
LOT_0071,SPC_ATTR_412,4.7897,3.9415
LOT_0071,SPC_ATTR_497,213.148,7.444
LOT_0073,SPC_ATTR_022,-2649.25,4.7368
LOT_0073,SPC_ATTR_023,1461.25,-4.19
LOT_0073,SPC_ATTR_026,0.441,-4.2953
LOT_0073,SPC_ATTR_027,0.8882,-5.5425
LOT_0073,SPC_ATTR_028,1.4625,-4.16
LOT_0073,SPC_ATTR_039,88.2425,3.147
LOT_0073,SPC_ATTR_160,5684.0,4.8841
LOT_0073,SPC_ATTR_161,3287.0,4.7523
LOT_0073,SPC_ATTR_164,0.913,6.335
LOT_0073,SPC_ATTR_165,1.795,6.8735
LOT_0073,SPC_ATTR_166,2.934,6.5843
LOT_0073,SPC_ATTR_295,3075.2411,5.6041
LOT_0073,SPC_ATTR_296,1713.3521,5.1506
LOT_0073,SPC_ATTR_299,0.5099,6.9458
LOT_0073,SPC_ATTR_300,1.0258,7.3803
LOT_0073,SPC_ATTR_301,1.6888,7.166
LOT_0073,SPC_ATTR_431,214.5513,5.439
LOT_0073,SPC_ATTR_432,224.9444,5.5663
LOT_0073,SPC_ATTR_435,207.0295,5.6377
LOT_0073,SPC_ATTR_436,202.0827,5.607
LOT_0073,SPC_ATTR_437,200.6154,5.5878
LOT_0073,SPC_ATTR_511,174.8988,3.1608
LOT_0074,SPC_ATTR_039,85.1414,-3.7944
LOT_0074,SPC_ATTR_040,111.7128,-3.855
LOT_0074,SPC_ATTR_058,0.9362,-3.1166
LOT_0074,SPC_ATTR_076,-0.0973,-4.0551
LOT_0074,SPC_ATTR_080,0.1013,4.2393
LOT_0074,SPC_ATTR_559,1.5121,6.1661
LOT_0075,SPC_ATTR_121,6.6967,3.104
LOT_0076,SPC_ATTR_039,88.3548,3.3983
LOT_0076,SPC_ATTR_161,3775.0,5.6013
LOT_0076,SPC_ATTR_296,1823.7921,5.5401
LOT_0077,SPC_ATTR_109,0.2745,3.2883
LOT_0077,SPC_ATTR_117,0.9369,-5.289
LOT_0078,SPC_ATTR_039,88.3282,3.3388
LOT_0078,SPC_ATTR_424,213.0178,4.1525
LOT_0078,SPC_ATTR_580,0.0542,3.8767
LOT_0078,SPC_ATTR_588,0.0542,4.283
LOT_0078,SPC_ATTR_589,0.014,3.0405
LOT_0079,SPC_ATTR_109,0.2968,3.5454
LOT_0079,SPC_ATTR_434,907.5269,3.1093
LOT_0080,SPC_ATTR_076,-0.1049,-4.3961
LOT_0080,SPC_ATTR_139,107.6001,4.0499
LOT_0080,SPC_ATTR_274,39.8882,5.1448
LOT_0080,SPC_ATTR_412,4.7897,3.9415
LOT_0081,SPC_ATTR_039,88.3282,3.3388
LOT_0082,SPC_ATTR_062,9.4952,-3.3758
LOT_0082,SPC_ATTR_076,-0.088,-3.6379
LOT_0082,SPC_ATTR_139,107.6001,4.0499
LOT_0082,SPC_ATTR_157,0.5645,6.3962
LOT_0082,SPC_ATTR_274,39.8882,5.1448
LOT_0082,SPC_ATTR_292,0.1737,6.0188
LOT_0082,SPC_ATTR_412,4.7897,3.9415
LOT_0082,SPC_ATTR_430,41.5704,5.8114
LOT_0082,SPC_ATTR_485,911.332,3.2659
LOT_0083,SPC_ATTR_039,88.2109,3.0762
LOT_0083,SPC_ATTR_139,95.4001,3.0616
LOT_0083,SPC_ATTR_274,36.4053,4.2355
LOT_0084,SPC_ATTR_117,0.9382,-5.1522
LOT_0085,SPC_ATTR_026,0.6565,-3.0819
LOT_0085,SPC_ATTR_027,1.3362,-3.1783
LOT_0085,SPC_ATTR_028,2.1907,-3.5748
LOT_0085,SPC_ATTR_039,88.3282,3.3388
LOT_0085,SPC_ATTR_076,-0.0929,-3.8578
LOT_0085,SPC_ATTR_139,107.6001,4.0499
LOT_0085,SPC_ATTR_160,7791.0,7.0275
LOT_0085,SPC_ATTR_161,3267.0,4.7175
LOT_0085,SPC_ATTR_164,0.899,6.2202
LOT_0085,SPC_ATTR_165,1.789,6.8488
LOT_0085,SPC_ATTR_166,2.963,6.6555
LOT_0085,SPC_ATTR_220,0.0105,4.4022
LOT_0085,SPC_ATTR_274,39.8882,5.1448
LOT_0085,SPC_ATTR_295,3277.3157,6.0277
LOT_0085,SPC_ATTR_296,1522.3693,4.477
LOT_0085,SPC_ATTR_299,0.438,5.8263
LOT_0085,SPC_ATTR_300,0.8909,6.3492
LOT_0085,SPC_ATTR_301,1.4613,6.1279
LOT_0085,SPC_ATTR_358,0.003,3.994
LOT_0085,SPC_ATTR_412,4.7897,3.9415
LOT_0085,SPC_ATTR_431,171.0053,4.2314
LOT_0085,SPC_ATTR_432,144.6055,3.3589
LOT_0085,SPC_ATTR_435,136.9383,3.5828
LOT_0085,SPC_ATTR_436,133.8821,3.6227
LOT_0085,SPC_ATTR_437,135.2505,3.6963
LOT_0085,SPC_ATTR_485,893.5167,3.1823
LOT_0085,SPC_ATTR_492,8.0405,4.5723
LOT_0086,SPC_ATTR_038,65.1893,-3.3931
LOT_0086,SPC_ATTR_157,0.4733,5.2443
LOT_0086,SPC_ATTR_196,4.838,11.5159
LOT_0086,SPC_ATTR_292,0.1427,4.8054
LOT_0086,SPC_ATTR_332,0.6813,9.4295
LOT_0086,SPC_ATTR_430,34.8972,4.7744
LOT_0086,SPC_ATTR_468,104.1248,11.2838
LOT_0086,SPC_ATTR_573,439.05,4.7576
LOT_0086,SPC_ATTR_574,1.2098,3.4778
LOT_0086,SPC_ATTR_575,137.833,4.7797
LOT_0086,SPC_ATTR_576,0.3739,3.9706
LOT_0086,SPC_ATTR_577,85.9341,4.7496
LOT_0086,SPC_ATTR_578,69.196,4.2093
LOT_0087,SPC_ATTR_002,2739.19,3.0263
LOT_0087,SPC_ATTR_196,4.838,11.5159
LOT_0087,SPC_ATTR_332,0.6813,9.4295
LOT_0087,SPC_ATTR_468,104.1248,11.2838
LOT_0087,SPC_ATTR_573,439.05,4.7576
LOT_0087,SPC_ATTR_574,1.2098,3.4778
LOT_0087,SPC_ATTR_575,137.833,4.7797
LOT_0087,SPC_ATTR_576,0.3739,3.9706
LOT_0087,SPC_ATTR_577,85.9341,4.7496
LOT_0087,SPC_ATTR_578,69.196,4.2093
LOT_0088,SPC_ATTR_559,1.296,3.5892
LOT_0089,SPC_ATTR_076,-0.0879,-3.6335
LOT_0089,SPC_ATTR_146,0.2381,6.5739
LOT_0089,SPC_ATTR_147,0.1252,3.2132
LOT_0089,SPC_ATTR_184,5.733,-3.0614
LOT_0089,SPC_ATTR_212,0.2064,5.9846
LOT_0089,SPC_ATTR_248,0.3297,4.1317
LOT_0089,SPC_ATTR_281,0.0755,8.8641
LOT_0089,SPC_ATTR_282,0.0344,3.4817
LOT_0089,SPC_ATTR_350,0.0892,6.0311
LOT_0089,SPC_ATTR_386,0.0642,3.6735
LOT_0089,SPC_ATTR_456,0.7975,-3.0256
LOT_0089,SPC_ATTR_520,76.0012,4.0642
LOT_0090,SPC_ATTR_196,4.838,11.5159
LOT_0090,SPC_ATTR_332,0.6813,9.4295
LOT_0090,SPC_ATTR_434,935.5316,3.2333
LOT_0090,SPC_ATTR_468,104.1248,11.2838
LOT_0090,SPC_ATTR_573,439.05,4.7576
LOT_0090,SPC_ATTR_574,1.2098,3.4778
LOT_0090,SPC_ATTR_575,137.833,4.7797
LOT_0090,SPC_ATTR_576,0.3739,3.9706
LOT_0090,SPC_ATTR_577,85.9341,4.7496
LOT_0090,SPC_ATTR_578,69.196,4.2093
LOT_0091,SPC_ATTR_054,4.761,3.0579
LOT_0091,SPC_ATTR_184,5.476,-3.099
LOT_0091,SPC_ATTR_456,0.7439,-3.0827
LOT_0092,SPC_ATTR_011,0.0349,3.7362
LOT_0092,SPC_ATTR_022,-2665.5,4.7109
LOT_0092,SPC_ATTR_023,1485.75,-4.1071
LOT_0092,SPC_ATTR_026,0.4525,-4.2305
LOT_0092,SPC_ATTR_027,0.8912,-5.5267
LOT_0092,SPC_ATTR_028,1.5433,-4.0951
LOT_0092,SPC_ATTR_160,5703.0,4.9035
LOT_0092,SPC_ATTR_161,3454.0,5.0428
LOT_0092,SPC_ATTR_164,0.957,6.6957
LOT_0092,SPC_ATTR_165,1.817,6.9642
LOT_0092,SPC_ATTR_166,3.168,7.1588
LOT_0092,SPC_ATTR_280,0.1172,3.7529
LOT_0092,SPC_ATTR_295,3092.805,5.6409
LOT_0092,SPC_ATTR_296,1760.2485,5.316
LOT_0092,SPC_ATTR_299,0.5242,7.1685
LOT_0092,SPC_ATTR_300,1.0295,7.4086
LOT_0092,SPC_ATTR_301,1.7832,7.5968
LOT_0092,SPC_ATTR_431,213.9561,5.4225
LOT_0092,SPC_ATTR_432,232.4752,5.7732
LOT_0092,SPC_ATTR_435,211.4917,5.7685
LOT_0092,SPC_ATTR_436,203.871,5.659
LOT_0092,SPC_ATTR_437,205.2811,5.7228
LOT_0093,SPC_ATTR_039,88.2074,3.0684
LOT_0093,SPC_ATTR_058,0.9362,-3.1166
LOT_0093,SPC_ATTR_139,107.6001,4.0499
LOT_0093,SPC_ATTR_274,39.8882,5.1448
LOT_0093,SPC_ATTR_412,4.7897,3.9415
LOT_0093,SPC_ATTR_433,678.8889,4.5925
LOT_0094,SPC_ATTR_027,1.3355,-3.182
LOT_0094,SPC_ATTR_028,2.4405,-3.374
LOT_0094,SPC_ATTR_039,85.1414,-3.7944
LOT_0094,SPC_ATTR_040,111.7128,-3.855
LOT_0094,SPC_ATTR_063,89.8127,-3.093
LOT_0094,SPC_ATTR_072,211.8448,3.3968
LOT_0094,SPC_ATTR_160,7716.0,6.9512
LOT_0094,SPC_ATTR_161,3046.0,4.333
LOT_0094,SPC_ATTR_164,0.954,6.6711
LOT_0094,SPC_ATTR_165,1.8,6.8941
LOT_0094,SPC_ATTR_166,3.286,7.4485
LOT_0094,SPC_ATTR_295,3308.1092,6.0922
LOT_0094,SPC_ATTR_296,1424.5622,4.1321
LOT_0094,SPC_ATTR_299,0.4591,6.1549
LOT_0094,SPC_ATTR_300,0.8905,6.3461
LOT_0094,SPC_ATTR_301,1.6276,6.8868
LOT_0094,SPC_ATTR_431,164.3363,4.0464
LOT_0094,SPC_ATTR_432,144.7031,3.3615
LOT_0094,SPC_ATTR_435,138.8141,3.6378
LOT_0094,SPC_ATTR_436,134.781,3.6489
LOT_0094,SPC_ATTR_437,134.6445,3.6788
LOT_0095,SPC_ATTR_573,439.05,4.7576
LOT_0095,SPC_ATTR_574,1.2098,3.4778
LOT_0095,SPC_ATTR_575,137.833,4.7797
LOT_0095,SPC_ATTR_576,0.3739,3.9706
LOT_0095,SPC_ATTR_577,85.9341,4.7496
LOT_0095,SPC_ATTR_578,69.196,4.2093
LOT_0096,SPC_ATTR_038,64.9193,-4.2808
LOT_0096,SPC_ATTR_093,-0.0105,-3.4067
LOT_0096,SPC_ATTR_106,0.0106,3.466
LOT_0096,SPC_ATTR_109,0.255,3.0636
LOT_0096,SPC_ATTR_136,299.0,3.1461
LOT_0096,SPC_ATTR_196,4.838,11.5159
LOT_0096,SPC_ATTR_220,0.0117,5.1312
LOT_0096,SPC_ATTR_332,0.6813,9.4295
LOT_0096,SPC_ATTR_358,0.0036,5.1916
LOT_0096,SPC_ATTR_409,13.7283,3.2533
LOT_0096,SPC_ATTR_468,104.1248,11.2838
LOT_0096,SPC_ATTR_492,8.2199,4.7189
LOT_0097,SPC_ATTR_022,-2609.25,4.8006
LOT_0097,SPC_ATTR_023,1505.5,-4.0402
LOT_0097,SPC_ATTR_026,0.438,-4.3122
LOT_0097,SPC_ATTR_027,0.8925,-5.5198
LOT_0097,SPC_ATTR_028,1.4817,-4.1446
LOT_0097,SPC_ATTR_039,88.3548,3.3983
LOT_0097,SPC_ATTR_160,5480.0,4.6766
LOT_0097,SPC_ATTR_161,3218.0,4.6322
LOT_0097,SPC_ATTR_164,0.895,6.1874
LOT_0097,SPC_ATTR_165,1.801,6.8982
LOT_0097,SPC_ATTR_166,2.98,6.6972
LOT_0097,SPC_ATTR_295,3020.4584,5.4892
LOT_0097,SPC_ATTR_296,1746.5985,5.2679
LOT_0097,SPC_ATTR_299,0.506,6.8851
LOT_0097,SPC_ATTR_300,1.0307,7.4178
LOT_0097,SPC_ATTR_301,1.711,7.2673
LOT_0097,SPC_ATTR_431,210.022,5.3134
LOT_0097,SPC_ATTR_432,213.7496,5.2587
LOT_0097,SPC_ATTR_435,204.3379,5.5588
LOT_0097,SPC_ATTR_436,201.7927,5.5986
LOT_0097,SPC_ATTR_437,201.1135,5.6022
LOT_0097,SPC_ATTR_559,1.5024,6.0505
LOT_0098,SPC_ATTR_077,-0.139,-3.3012
LOT_0098,SPC_ATTR_080,0.0893,3.7193
LOT_0098,SPC_ATTR_184,5.014,-3.1666
LOT_0098,SPC_ATTR_248,0.2973,3.6472
LOT_0098,SPC_ATTR_456,0.6948,-3.135
LOT_0098,SPC_ATTR_520,64.1552,3.3151
LOT_0099,SPC_ATTR_076,-0.0819,-3.3643
LOT_0099,SPC_ATTR_473,292.8947,3.2497
LOT_0100,SPC_ATTR_022,-1502.75,6.5659
LOT_0100,SPC_ATTR_023,606.5,-7.0825
LOT_0100,SPC_ATTR_026,0.2367,-5.4456
LOT_0100,SPC_ATTR_027,0.4368,-7.9246
LOT_0100,SPC_ATTR_028,0.7555,-4.7283
LOT_0100,SPC_ATTR_039,88.3312,3.3455
LOT_0100,SPC_ATTR_063,90.29,-3.0377
LOT_0100,SPC_ATTR_076,-0.0748,-3.0458
LOT_0100,SPC_ATTR_160,6011.0,5.2168
LOT_0100,SPC_ATTR_161,2426.0,3.2544
LOT_0100,SPC_ATTR_164,0.947,6.6137
LOT_0100,SPC_ATTR_165,1.747,6.6756
LOT_0100,SPC_ATTR_166,3.022,6.8003
LOT_0100,SPC_ATTR_248,0.4075,5.2949
LOT_0100,SPC_ATTR_295,3005.5,5.4579
LOT_0100,SPC_ATTR_296,1213.0,3.3859
LOT_0100,SPC_ATTR_299,0.4735,6.3791
LOT_0100,SPC_ATTR_300,0.8735,6.2162
LOT_0100,SPC_ATTR_301,1.511,6.3547
LOT_0100,SPC_ATTR_386,0.0739,4.3487
LOT_0100,SPC_ATTR_431,400.0,10.5817
LOT_0100,SPC_ATTR_432,400.0,10.3761
LOT_0100,SPC_ATTR_435,400.0,11.2952
LOT_0100,SPC_ATTR_436,400.0,11.3655
LOT_0100,SPC_ATTR_437,400.0,11.3574
LOT_0100,SPC_ATTR_520,92.0761,5.0807
LOT_0101,SPC_ATTR_077,-0.1347,-3.1717
LOT_0101,SPC_ATTR_080,0.0915,3.8146
LOT_0102,SPC_ATTR_015,17.8597,3.1661
LOT_0102,SPC_ATTR_019,198.736,3.1242
LOT_0102,SPC_ATTR_076,-0.0768,-3.1355
LOT_0102,SPC_ATTR_151,17.233,3.2138
LOT_0102,SPC_ATTR_286,5.021,3.0129
LOT_0103,SPC_ATTR_015,18.8626,3.5247
LOT_0103,SPC_ATTR_019,199.1236,3.2636
LOT_0103,SPC_ATTR_076,-0.0884,-3.6559
LOT_0103,SPC_ATTR_080,0.0772,3.1951
LOT_0103,SPC_ATTR_151,18.857,3.7148
LOT_0103,SPC_ATTR_286,5.9393,3.9666
LOT_0103,SPC_ATTR_565,15.07,3.275
LOT_0103,SPC_ATTR_567,6.4277,3.6958
LOT_0103,SPC_ATTR_569,5.6545,3.2129
LOT_0103,SPC_ATTR_573,420.24,4.5396
LOT_0103,SPC_ATTR_574,1.4316,4.3705
LOT_0103,SPC_ATTR_575,116.2324,3.9773
LOT_0103,SPC_ATTR_576,0.3807,4.0709
LOT_0103,SPC_ATTR_577,76.326,4.1818
LOT_0103,SPC_ATTR_578,66.455,3.9897
LOT_0104,SPC_ATTR_076,-0.0849,-3.4989
LOT_0104,SPC_ATTR_080,0.0916,3.819
LOT_0104,SPC_ATTR_145,0.3109,3.1119
LOT_0104,SPC_ATTR_184,6.093,-3.0088
LOT_0107,SPC_ATTR_039,88.4188,3.5416
LOT_0108,SPC_ATTR_076,-0.0788,-3.2252
LOT_0108,SPC_ATTR_080,0.0918,3.8276
LOT_0108,SPC_ATTR_109,0.2791,3.3414
LOT_0108,SPC_ATTR_485,927.5362,3.3419
LOT_0109,SPC_ATTR_567,5.7707,3.0596
LOT_0110,SPC_ATTR_039,88.4188,3.5416
LOT_0110,SPC_ATTR_076,-0.0892,-3.6918
LOT_0110,SPC_ATTR_117,0.89,-10.2274
LOT_0110,SPC_ATTR_252,0.9909,26.3294
LOT_0110,SPC_ATTR_390,0.3127,26.3509
LOT_0110,SPC_ATTR_524,111.333,26.7334
LOT_0111,SPC_ATTR_038,65.1893,-3.3931
LOT_0111,SPC_ATTR_109,0.3119,3.7194
LOT_0111,SPC_ATTR_220,0.0117,5.1312
LOT_0111,SPC_ATTR_358,0.0036,5.1916
LOT_0111,SPC_ATTR_492,8.2199,4.7189
LOT_0112,SPC_ATTR_136,551.0,7.5253
LOT_0112,SPC_ATTR_271,74.3874,5.371
LOT_0112,SPC_ATTR_409,25.187,7.6979
LOT_0113,SPC_ATTR_039,88.2109,3.0762
LOT_0113,SPC_ATTR_076,-0.0785,-3.2118
LOT_0113,SPC_ATTR_077,-0.1478,-3.5662
LOT_0113,SPC_ATTR_080,0.085,3.533
LOT_0113,SPC_ATTR_121,6.7662,3.6631
LOT_0113,SPC_ATTR_163,28916.0,3.6803
LOT_0113,SPC_ATTR_298,12760.166,3.2283
LOT_0114,SPC_ATTR_119,0.5392,-7.3083
LOT_0114,SPC_ATTR_148,0.2157,7.3107
LOT_0114,SPC_ATTR_154,0.1879,18.8288
LOT_0114,SPC_ATTR_283,0.0654,6.9743
LOT_0114,SPC_ATTR_289,0.0571,18.1117
LOT_0114,SPC_ATTR_421,22.8941,6.8917
LOT_0114,SPC_ATTR_427,19.7458,18.5934
LOT_0115,SPC_ATTR_212,0.175,4.7289
LOT_0115,SPC_ATTR_220,0.0105,4.4022
LOT_0115,SPC_ATTR_350,0.0715,4.3618
LOT_0115,SPC_ATTR_358,0.003,3.994
LOT_0115,SPC_ATTR_492,8.0405,4.5723
LOT_0116,SPC_ATTR_039,88.2207,3.0982
LOT_0116,SPC_ATTR_550,6.2712,8.3285
LOT_0116,SPC_ATTR_552,11.42,7.486
LOT_0116,SPC_ATTR_553,2.5245,8.1374
LOT_0116,SPC_ATTR_555,4.6523,6.9277
LOT_0116,SPC_ATTR_556,303.55,6.9816
LOT_0116,SPC_ATTR_558,15.6096,7.4777
LOT_0117,SPC_ATTR_039,88.4188,3.5416
LOT_0117,SPC_ATTR_151,18.415,3.5784
LOT_0117,SPC_ATTR_485,963.8095,3.5121
LOT_0118,SPC_ATTR_002,2810.12,3.9085
LOT_0119,SPC_ATTR_039,88.2109,3.0762
LOT_0120,SPC_ATTR_220,0.0105,4.4022
LOT_0120,SPC_ATTR_358,0.003,3.994
LOT_0120,SPC_ATTR_492,8.0405,4.5723
LOT_0120,SPC_ATTR_566,0.5631,5.1464
LOT_0120,SPC_ATTR_568,0.2341,5.3116
LOT_0120,SPC_ATTR_570,79.4174,5.7082
LOT_0121,SPC_ATTR_015,18.1408,3.2666
LOT_0121,SPC_ATTR_091,10746.6,4.8423
LOT_0121,SPC_ATTR_151,17.579,3.3206
LOT_0121,SPC_ATTR_196,4.838,11.5159
LOT_0121,SPC_ATTR_286,6.8698,4.9329
LOT_0121,SPC_ATTR_332,0.6813,9.4295
LOT_0121,SPC_ATTR_468,104.1248,11.2838
LOT_0121,SPC_ATTR_511,301.4493,6.5183
LOT_0122,SPC_ATTR_038,65.1902,-3.3901
LOT_0122,SPC_ATTR_087,2.2481,-4.119
LOT_0122,SPC_ATTR_220,0.0117,5.1312
LOT_0122,SPC_ATTR_358,0.0036,5.1916
LOT_0122,SPC_ATTR_492,8.2199,4.7189
LOT_0122,SPC_ATTR_580,0.0547,3.9285
LOT_0122,SPC_ATTR_588,0.0547,4.3398
LOT_0122,SPC_ATTR_589,0.0147,3.2846
LOT_0124,SPC_ATTR_013,210.5179,3.2423
LOT_0124,SPC_ATTR_019,200.1544,3.6343
LOT_0124,SPC_ATTR_039,88.2207,3.0982
LOT_0124,SPC_ATTR_117,0.958,-3.0673
LOT_0124,SPC_ATTR_424,178.7377,3.1008
LOT_0124,SPC_ATTR_511,243.4783,4.9803
